Id,MS SubClass,MS Zoning,Lot Area,Lot Shape,Utilities,Land Slope,Neighborhood,Condition 2,Overall Qual,Overall Cond,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Mo Sold,SalePrice,age_of_home,age_of_garage,age_of_remodel,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,Bsmt Exposure_2.0,Bsmt Exposure_3.0,Bsmt Exposure_4.0,Bsmt Exposure_5.0
493,60,RL,8755,2,3,3,Gilbert,Norm,7,5,VinylSd,VinylSd,BrkFace,298.0,4,3,4,3,5.0,772.0,1.0,0.0,220.0,992.0,GasA,5,5,1022,1038,0,2060,1.0,0.0,2,1,3,1,4,8,Typ,1,3.0,3,2.0,390.0,3.0,3.0,3,0,0,0,168,0,0,0.0,10.0,0,6,214000,22,22.0,22,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
694,50,RM,4080,3,3,3,OldTown,Norm,6,8,Wd Sdng,Wd Sdng,None,0.0,3,3,3,3,1.0,0.0,1.0,0.0,901.0,901.0,GasA,4,5,861,517,0,1378,0.0,0.0,1,0,3,1,4,6,Typ,0,0.0,1,1.0,162.0,2.0,2.0,2,54,0,40,0,0,0,0.0,0.0,0,6,128900,86,101.0,23,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2283,190,RL,32463,3,3,2,Mitchel,Norm,4,4,MetalSd,MetalSd,Stone,149.0,3,4,3,3,4.0,1159.0,1.0,0.0,90.0,1249.0,GasA,5,5,1622,0,0,1622,1.0,0.0,1,0,3,1,3,7,Typ,1,3.0,5,4.0,1356.0,3.0,3.0,3,439,0,0,0,0,0,0.0,0.0,0,3,168000,60,46.0,46,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1632,120,RL,3696,3,3,3,StoneBr,Norm,8,5,HdBoard,HdBoard,None,0.0,4,3,4,3,1.0,0.0,1.0,0.0,1074.0,1074.0,GasA,5,5,1088,0,0,1088,0.0,0.0,1,1,2,1,4,5,Typ,0,0.0,3,2.0,461.0,3.0,3.0,3,0,74,137,0,0,0,0.0,0.0,0,10,170000,35,34.0,35,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2624,20,RL,7560,3,3,3,NAmes,Norm,5,5,BrkFace,Wd Sdng,None,0.0,3,3,3,3,2.0,369.0,1.0,0.0,671.0,1040.0,GasA,3,4,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,Typ,0,0.0,3,1.0,286.0,3.0,3.0,3,140,0,252,0,0,0,0.0,5.0,0,7,133700,62,62.0,62,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2197,70,RL,10592,3,3,3,Crawfor,Norm,6,7,Wd Sdng,Wd Sdng,None,0.0,3,4,3,2,1.0,0.0,1.0,0.0,602.0,602.0,GasA,3,5,900,602,0,1502,0.0,0.0,1,1,3,1,4,7,Typ,2,3.0,1,1.0,180.0,3.0,3.0,3,96,0,112,0,53,0,0.0,0.0,0,8,165000,98,98.0,25,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1045,160,RM,1680,3,3,3,BrDale,Norm,6,3,HdBoard,HdBoard,BrkFace,604.0,3,3,3,3,5.0,358.0,1.0,0.0,125.0,483.0,GasA,3,5,483,504,0,987,0.0,0.0,1,1,2,1,3,5,Typ,0,0.0,1,1.0,264.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,8,89500,50,50.0,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2549,190,RL,10382,3,3,3,NAmes,Norm,6,5,HdBoard,HdBoard,BrkFace,105.0,3,2,3,3,5.0,513.0,1.0,0.0,75.0,588.0,GasA,3,5,1095,0,0,1095,1.0,0.0,1,0,2,1,3,6,Typ,0,0.0,3,1.0,264.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,3,140000,63,63.0,63,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2829,160,RM,2522,3,3,3,Edwards,Norm,7,5,VinylSd,VinylSd,Stone,50.0,4,3,4,3,1.0,0.0,1.0,0.0,970.0,970.0,GasA,5,5,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,Maj1,0,0.0,1,2.0,380.0,3.0,3.0,3,0,40,0,0,0,0,0.0,0.0,0,5,134000,17,17.0,17,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2480,60,RL,9370,1,3,3,SawyerW,Norm,6,5,HdBoard,HdBoard,None,0.0,4,3,4,3,5.0,758.0,1.0,0.0,78.0,836.0,GasA,5,5,844,887,0,1731,1.0,0.0,2,1,3,1,4,7,Typ,0,0.0,3,2.0,462.0,3.0,3.0,3,307,85,0,0,224,0,0.0,0.0,3000,10,248500,29,29.0,28,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2724,80,RL,10246,2,3,3,Sawyer,Norm,4,9,VinylSd,VinylSd,None,0.0,3,4,3,4,6.0,648.0,1.0,0.0,0.0,648.0,GasA,5,5,960,0,0,960,1.0,1.0,0,0,0,1,3,3,Typ,0,0.0,1,1.0,364.0,3.0,3.0,3,88,0,0,0,0,0,0.0,0.0,0,5,145000,56,56.0,20,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2352,60,RL,11475,3,3,3,NWAmes,Norm,6,6,VinylSd,VinylSd,None,0.0,3,3,4,3,5.0,550.0,1.0,0.0,163.0,713.0,GasA,3,5,811,741,0,1552,1.0,0.0,2,1,3,1,3,6,Typ,1,3.0,3,2.0,434.0,3.0,3.0,3,209,208,0,0,0,0,0.0,8.0,0,2,179900,46,46.0,46,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1783,20,RL,9986,3,3,3,Somerst,Norm,8,5,VinylSd,VinylSd,BrkFace,428.0,4,3,5,3,1.0,0.0,1.0,0.0,1795.0,1795.0,GasA,5,5,1795,0,0,1795,0.0,0.0,2,0,2,1,4,7,Typ,1,4.0,3,3.0,895.0,3.0,3.0,3,0,49,0,0,0,0,0.0,0.0,0,2,147000,15,14.0,14,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
338,60,RL,10475,3,3,3,Mitchel,Norm,5,5,HdBoard,HdBoard,None,0.0,3,3,4,3,3.0,458.0,1.0,0.0,166.0,624.0,GasA,4,5,624,650,0,1274,0.0,0.0,1,1,3,1,3,6,Typ,0,0.0,1,2.0,576.0,3.0,3.0,3,22,0,0,0,0,0,0.0,5.0,0,3,136000,30,28.0,30,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
196,50,RM,6000,3,3,3,BrkSide,Norm,6,6,MetalSd,MetalSd,None,0.0,3,4,3,3,2.0,264.0,1.0,0.0,308.0,572.0,GasA,5,4,848,348,0,1196,0.0,1.0,1,1,3,1,3,6,Typ,2,4.0,1,2.0,576.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,3,128000,81,48.0,71,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
762,20,RL,4280,2,3,3,Sawyer,Norm,4,9,MetalSd,MetalSd,None,0.0,3,4,2,3,1.0,0.0,1.0,0.0,560.0,560.0,GasA,5,4,704,0,0,704,0.0,1.0,1,0,2,1,2,4,Typ,0,0.0,1,1.0,220.0,3.0,3.0,3,0,0,24,0,0,0,0.0,0.0,0,9,88750,75,75.0,20,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
151,20,RL,10895,3,3,3,NAmes,Norm,5,6,MetalSd,MetalSd,None,0.0,3,4,3,3,3.0,648.0,1.0,0.0,324.0,972.0,GasA,3,5,972,0,0,972,0.0,0.0,1,0,3,1,3,5,Typ,0,0.0,1,1.0,305.0,3.0,3.0,3,0,0,205,0,0,0,0.0,5.0,0,6,122500,66,66.0,66,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
158,50,RL,17503,3,3,3,NAmes,Norm,6,5,VinylSd,VinylSd,None,0.0,3,3,3,3,1.0,0.0,1.0,0.0,912.0,912.0,GasA,3,5,912,546,0,1458,0.0,1.0,1,0,3,1,3,6,Typ,1,4.0,1,1.0,330.0,3.0,3.0,3,192,0,0,0,0,0,0.0,0.0,0,1,97500,73,73.0,71,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2572,20,RL,9723,2,3,3,NAmes,Norm,6,7,MetalSd,MetalSd,BrkFace,332.0,3,3,3,3,1.0,0.0,1.0,0.0,1008.0,1008.0,GasA,3,5,1008,0,0,1008,0.0,0.0,1,0,2,1,3,5,Typ,0,0.0,3,2.0,430.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,10,135000,58,58.0,58,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1686,20,RL,11694,3,3,3,NridgHt,Norm,9,5,CemntBd,CmentBd,BrkFace,452.0,5,3,5,3,6.0,48.0,1.0,0.0,1774.0,1822.0,GasA,5,5,1828,0,0,1828,0.0,0.0,2,0,3,1,4,9,Typ,1,4.0,1,3.0,774.0,3.0,3.0,3,0,108,0,0,260,0,0.0,0.0,0,7,314813,14,14.0,14,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
943,50,C (all),8470,2,3,3,IDOTRR,Feedr,3,2,Plywood,Plywood,None,0.0,2,2,3,2,1.0,0.0,1.0,0.0,1013.0,1013.0,GasA,3,5,1013,0,513,1526,0.0,0.0,1,0,2,1,2,6,Typ,0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,156,0,0,0,0.0,8.0,0,10,85000,106,106.0,39,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
735,50,RM,6000,3,3,3,BrkSide,Norm,6,9,MetalSd,MetalSd,None,0.0,4,3,3,3,1.0,0.0,1.0,0.0,698.0,698.0,GasA,3,5,786,390,0,1176,0.0,0.0,1,0,2,1,3,4,Typ,0,0.0,1,2.0,624.0,3.0,3.0,1,210,0,0,0,0,0,0.0,0.0,0,7,134900,84,22.0,21,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2741,20,RL,10519,3,3,3,Edwards,Norm,5,8,MetalSd,MetalSd,Stone,164.0,3,3,3,3,1.0,0.0,1.0,0.0,1057.0,1057.0,GasA,4,5,1057,0,0,1057,0.0,1.0,1,0,3,1,4,6,Typ,0,0.0,1,1.0,288.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,3,137000,66,66.0,22,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1106,20,RL,10437,2,3,3,NoRidge,Norm,8,6,MetalSd,MetalSd,BrkFace,660.0,4,4,4,3,6.0,1696.0,1.0,0.0,413.0,2109.0,GasA,5,5,2113,0,0,2113,1.0,0.0,2,1,2,1,4,7,Typ,1,3.0,5,3.0,839.0,3.0,3.0,3,236,46,0,0,0,0,0.0,0.0,0,8,350000,26,26.0,26,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2375,20,RL,7514,3,3,3,NAmes,Norm,5,7,MetalSd,MetalSd,None,0.0,3,3,3,3,5.0,373.0,3.0,108.0,462.0,943.0,GasA,3,5,1387,0,0,1387,1.0,0.0,1,0,3,1,3,6,Typ,1,3.0,3,1.0,300.0,3.0,3.0,3,0,0,240,0,0,0,0.0,0.0,0,9,145000,54,47.0,46,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1701,60,RL,13654,2,3,3,NridgHt,Norm,9,5,MetalSd,MetalSd,BrkFace,365.0,4,3,5,3,1.0,0.0,1.0,0.0,1704.0,1704.0,GasA,5,5,1722,1036,0,2758,0.0,0.0,2,1,4,1,5,9,Typ,1,5.0,5,3.0,814.0,3.0,3.0,3,282,55,0,0,0,0,0.0,0.0,0,5,418000,16,16.0,15,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2657,30,RM,5747,3,3,3,OldTown,Norm,3,4,Wd Sdng,Wd Sdng,None,0.0,3,3,3,3,1.0,0.0,1.0,0.0,798.0,798.0,GasA,4,5,840,0,0,840,0.0,0.0,1,0,2,1,2,5,Typ,0,0.0,1,1.0,250.0,3.0,2.0,1,112,0,0,0,0,0,0.0,0.0,0,6,64000,101,83.0,71,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
907,50,RH,4500,1,3,3,SWISU,Norm,5,5,VinylSd,Stucco,None,0.0,3,3,3,3,3.0,182.0,1.0,0.0,611.0,793.0,GasA,5,5,848,672,0,1520,0.0,0.0,1,0,3,1,3,6,Typ,0,0.0,1,1.0,281.0,3.0,3.0,3,0,0,56,0,0,0,0.0,0.0,0,7,159434,89,53.0,21,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1777,20,RL,11830,3,3,3,Somerst,Norm,8,5,VinylSd,VinylSd,BrkFace,164.0,4,3,4,3,6.0,1220.0,1.0,0.0,322.0,1542.0,GasA,5,5,1542,0,0,1542,1.0,0.0,2,0,3,1,4,6,Typ,1,4.0,1,3.0,852.0,3.0,3.0,3,168,110,0,0,0,0,0.0,0.0,0,7,260261,14,14.0,14,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
164,50,RL,8520,3,3,3,NAmes,Norm,5,4,BrkFace,Wd Sdng,None,0.0,3,2,3,3,3.0,507.0,1.0,0.0,403.0,910.0,GasA,2,5,910,475,0,1385,0.0,0.0,2,0,4,1,3,6,Typ,0,0.0,1,2.0,720.0,3.0,3.0,3,0,0,0,0,0,0,0.0,8.0,0,6,166000,69,21.0,69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1973,85,RL,6760,3,3,3,NAmes,Norm,5,5,HdBoard,HdBoard,None,0.0,3,3,3,3,5.0,734.0,1.0,0.0,162.0,896.0,GasA,3,5,936,0,0,936,1.0,0.0,1,0,3,1,3,6,Typ,1,1.0,3,1.0,288.0,3.0,3.0,3,24,90,160,0,0,0,0.0,0.0,0,10,130000,59,59.0,59,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2857,50,RL,6191,3,3,3,SWISU,Norm,5,4,Wd Sdng,Wd Sdng,None,0.0,3,3,2,2,2.0,384.0,1.0,0.0,440.0,824.0,GasA,3,5,824,464,0,1288,0.0,0.0,1,0,4,1,3,6,Typ,0,0.0,1,1.0,240.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,11,112000,80,80.0,71,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1208,20,RL,8700,3,3,3,NAmes,Norm,5,6,MetalSd,MetalSd,BrkFace,148.0,3,4,3,3,5.0,776.0,1.0,0.0,344.0,1120.0,GasA,4,5,1128,0,0,1128,1.0,0.0,2,0,3,1,3,6,Typ,0,0.0,3,2.0,525.0,3.0,3.0,3,192,20,123,0,0,0,0.0,8.0,0,12,155000,58,58.0,58,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
319,60,RL,12003,3,3,3,Timber,Norm,8,5,VinylSd,VinylSd,BrkFace,84.0,4,3,5,3,1.0,0.0,1.0,0.0,774.0,774.0,GasA,5,5,774,1194,0,1968,0.0,0.0,2,1,4,1,5,8,Typ,1,4.0,5,3.0,680.0,3.0,3.0,3,0,75,0,0,0,0,0.0,0.0,0,5,269500,12,12.0,11,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2567,80,RL,12700,2,3,3,NAmes,Norm,6,5,HdBoard,HdBoard,None,0.0,3,3,3,3,5.0,939.0,1.0,0.0,307.0,1246.0,GasA,3,5,1246,0,0,1246,1.0,0.0,1,0,3,1,3,6,Typ,2,4.0,3,2.0,441.0,3.0,3.0,3,0,69,0,0,0,0,0.0,0.0,0,11,172000,57,57.0,57,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2222,70,RL,13125,3,3,3,Crawfor,Norm,7,6,Wd Sdng,Wd Sdng,None,0.0,3,3,3,3,4.0,410.0,1.0,0.0,390.0,800.0,GasA,3,5,960,780,0,1740,0.0,0.0,1,1,3,1,3,6,Typ,2,4.0,1,1.0,240.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,7,219500,81,81.0,37,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2493,20,RL,8638,2,3,3,Sawyer,Norm,5,6,HdBoard,HdBoard,None,0.0,3,3,3,3,5.0,181.0,1.0,0.0,744.0,925.0,GasA,4,5,925,0,0,925,1.0,0.0,1,0,2,1,3,5,Typ,0,0.0,1,2.0,484.0,3.0,3.0,3,203,74,0,0,0,0,0.0,0.0,0,10,133500,58,31.0,58,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1757,80,RL,9967,2,3,3,Gilbert,Norm,7,5,VinylSd,VinylSd,None,0.0,3,3,4,3,1.0,0.0,1.0,0.0,384.0,384.0,GasA,5,5,774,656,0,1430,0.0,0.0,2,1,3,1,3,8,Typ,1,3.0,3,2.0,400.0,3.0,3.0,3,100,0,0,0,0,0,0.0,0.0,0,12,170000,21,21.0,21,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
184,70,RM,9600,3,3,3,OldTown,Norm,8,9,Wd Sdng,Wd Sdng,None,0.0,4,4,3,3,1.0,0.0,1.0,0.0,930.0,930.0,GasW,3,5,930,636,0,1566,0.0,0.0,2,0,3,1,4,7,Typ,0,0.0,1,1.0,288.0,3.0,3.0,3,54,228,246,0,0,0,0.0,0.0,0,4,150000,121,91.0,18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1248,20,RL,12774,3,3,1,NAmes,Norm,5,5,MetalSd,MetalSd,None,0.0,3,3,3,3,4.0,624.0,2.0,128.0,232.0,984.0,GasW,3,5,950,0,0,950,0.0,0.0,1,0,2,1,3,5,Typ,0,0.0,1,2.0,400.0,3.0,3.0,3,0,32,0,0,0,0,0.0,5.0,0,7,130000,68,68.0,68,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2574,80,RL,8163,3,3,3,NAmes,Norm,5,6,HdBoard,HdBoard,BrkFace,128.0,3,4,3,3,5.0,748.0,4.0,294.0,102.0,1144.0,GasA,3,5,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,Typ,1,3.0,3,1.0,796.0,3.0,3.0,3,86,0,0,0,0,0,0.0,0.0,0,3,143000,62,62.0,62,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1215,20,RL,9900,3,3,3,NAmes,Norm,5,5,Plywood,Plywood,None,0.0,3,4,3,3,1.0,0.0,1.0,0.0,1114.0,1114.0,GasA,3,5,1114,0,0,1114,1.0,0.0,1,0,3,1,3,5,Typ,0,0.0,3,2.0,451.0,3.0,3.0,3,0,0,0,0,164,0,0.0,0.0,0,5,140000,60,60.0,60,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1614,20,RL,13651,2,3,3,NAmes,Norm,7,6,Plywood,Plywood,BrkFace,1115.0,3,4,4,3,5.0,1880.0,1.0,0.0,343.0,2223.0,GasA,5,5,2223,0,0,2223,1.0,0.0,2,0,3,1,3,8,Typ,2,4.0,5,2.0,516.0,3.0,3.0,3,300,0,0,0,0,0,0.0,0.0,0,2,244000,48,48.0,48,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2039,75,RM,7200,3,3,3,IDOTRR,Norm,5,7,MetalSd,MetalSd,None,0.0,3,3,3,2,1.0,0.0,1.0,0.0,530.0,530.0,GasA,3,5,581,530,0,1111,0.0,0.0,1,0,3,1,2,6,Typ,0,0.0,1,1.0,288.0,3.0,3.0,1,0,0,144,0,0,0,0.0,0.0,0,3,101000,101,86.0,25,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
